;; ftp://ftp.ngdc.noaa.gov/STP/SOLAR_DATA/SUNSPOT_NUMBERS/GROUP_SUNSPOT_NUMBERS/yearrg.dat
  1828   57.0
  1829   59.2
  1830   64.3
  1831   39.2
  1832   22.7
  1833    6.5
  1834    9.8
  1835   46.3
  1836  100.2
  1837  109.4
  1838   77.4
  1839   65.1
  1840   48.3
  1841   26.6
  1842   18.8
  1843    8.2
  1844   11.8
  1845   29.8
  1846   43.8
  1847   58.0
  1848   85.8
  1849   83.7
  1850   55.0
  1851   58.1
  1852   49.8
  1853   35.6
  1854   17.3
  1855    4.5
  1856    3.1
  1857   17.4
  1858   44.4
  1859   75.6
  1860   85.6
  1861   70.7
  1862   50.5
  1863   40.9
  1864   34.5
  1865   22.6
  1866   13.7
  1867    6.2
  1868   28.9
  1869   62.3
  1870   96.2
  1871   86.9
  1872   80.1
  1873   51.7
  1874   35.0
  1875   15.5
  1876    9.1
  1877    8.5
  1878    2.7
  1879    4.4
  1880   24.8
  1881   45.2
  1882   47.9
  1883   54.7
  1884   61.7
  1885   47.3
  1886   22.6
  1887   12.7
  1888    7.6
  1889    5.8
  1890    7.8
  1891   38.9
  1892   68.3
  1893   87.9
  1894   88.0
  1895   69.2
  1896   39.7
  1897   30.6
  1898   26.0
  1899   12.3
  1900    9.1
  1901    2.5
  1902    3.8
  1903   24.1
  1904   45.3
  1905   61.0
  1906   56.2
  1907   61.4
  1908   53.1
  1909   46.4
  1910   21.5
  1911    8.5
  1912    3.6
  1913    1.6
  1914   12.4
  1915   50.5
  1916   67.1
  1917  110.1
  1918   89.2
  1919   71.6
  1920   43.5
  1921   28.7
  1922   15.8
  1923    6.9
  1924   18.2
  1925   51.2
  1926   70.8
  1927   77.6
  1928   82.3
  1929   74.4
  1930   44.2
  1931   26.0
  1932   13.5
  1933    5.9
  1934   10.4
  1935   42.8
  1936   88.8
  1937  120.6
  1938  113.6
  1939   97.3
  1940   71.7
  1941   49.9
  1942   32.8
  1943   15.5
  1944   10.7
  1945   37.3
  1946   95.3
  1947  144.9
  1948  127.5
  1949  129.3
  1950   76.0
  1951   58.3
  1952   29.6
  1953   13.6
  1954    4.4
  1955   38.1
  1956  126.1
  1957  165.9
  1958  175.1
  1959  149.5
  1960  103.8
  1961   49.1
  1962   31.4
  1963   24.5
  1964   10.2
  1965   14.6
  1966   43.8
  1967   95.8
  1968   98.2
  1969   96.0
  1970  108.5
  1971   73.5
  1972   72.0
  1973   39.3
  1974   34.0
  1975   15.1
  1976   13.5
  1977   30.1
  1978  102.7
  1979  155.7
  1980  141.1
  1981  140.9
  1982  116.4
  1983   71.6
  1984   44.0
  1985   16.9
  1986   12.1
  1987   27.6
  1988   89.3
  1989  147.7
  1990  148.5
  1991  146.2
  1992   96.2
  1993   53.9
  1994   35.7
  1995   19.0
